book_id,books_count,isbn13,authors,original_publication_year,original_title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,Ratings_Dist
1166131,38,9780689877800.0,Robert Muchamore,2004,"The Recruit (Cherub, #1)",eng,4.22,19679,278,748,3258,7476,10534,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
327242,5,635517080452.0,Sarah Simblet,2001,Anatomy for the Artist,eng,3.97,17000,767,1255,3413,3978,7637,https://images.gr-assets.com/books/1309295064m/327242.jpg,Between 3-4
38412,80,9780385493630.0,Simon Singh,1997,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,eng,4.22,15738,98,368,2764,7593,7927,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
161361,41,9780684832360.0,Richard Paul Evans,1993,The Christmas Box,eng,3.95,18869,343,1230,4814,7090,7342,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
8046350,32,9780557364630.0,Amanda Hocking,2010,My Blood Approves,eng,3.83,21707,1082,2098,6102,8365,9013,https://images.gr-assets.com/books/1282351187m/8046350.jpg,Between 3-4
49011,46,9780140178210.0,Angela Carter,1979,The Bloody Chamber & Other Stories,eng,4.02,20438,408,1333,4853,9362,9227,https://images.gr-assets.com/books/1388633104m/49011.jpg,Between 4-5
86856,38,9780060012790.0,Anthony Bourdain,2001,A Cook's Tour: Global Adventures in Extreme Cuisines,eng,3.97,16719,209,639,4076,7837,5390,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
19797,11,9780061176100.0,Simon Schama,2006,Power of Art,eng,3.87,13423,617,1119,2949,3486,5326,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
20257122,46,9781602862560.0,"Michelle Knight, Michelle Burford",2014,"Finding me : A Decade of Darkness, a Life Reclaimed",eng,4.12,12653,389,687,2936,5580,7619,https://images.gr-assets.com/books/1387770620m/20257122.jpg,Between 4-5
98405,66,9780515117790.0,Nora Roberts,1996,Born in Shame,eng,4.07,24398,152,913,5818,9076,9973,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
7797874,18,9780738718680.0,Simone Elkeles,2010,Return to Paradise,eng,4.05,29043,488,1649,5939,9604,12212,https://images.gr-assets.com/books/1271357819m/7797874.jpg,Between 4-5
22693211,26,9780062295900.0,Kim Gordon,2015,Girl in a Band,eng,3.58,14491,723,1422,4873,5566,3236,https://images.gr-assets.com/books/1412840109m/22693211.jpg,Between 3-4
2272813,31,9780525478930.0,Heather Brewer,2008,"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",eng,4.14,20198,335,1014,4172,6613,10405,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
6526,80,9780399153940.0,Patricia Cornwell,2007,Book of the Dead,eng,3.63,20962,812,2271,6932,7457,5500,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
588138,86,9780691017850.0,Joseph Campbell,1949,The Hero with a Thousand Faces,eng,4.24,17920,241,739,2978,6886,10363,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
7713965,30,9780399156910.0,John Sandford,2010,Bad Blood,eng,4.21,18504,137,415,3080,8230,8648,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
8964,11,9781577780720.0,"D.C. Talk, The Voice of the Martyrs",1997,"Jesus Freaks: DC Talk and The Voice of the Martyrs - Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks",eng,4.2,17602,194,641,3132,5371,8587,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
15811496,30,9781594204210.0,Michael Pollan,2013,Cooked: A Natural History of Transformation ,eng,3.98,16078,439,848,3300,6720,6045,https://images.gr-assets.com/books/1350939053m/15811496.jpg,Between 3-4
47956,25,9780451456720.0,Anne Bishop,1998,Daughter of the Blood,eng,4.12,25432,958,1490,4128,8035,13491,https://images.gr-assets.com/books/1400569100m/47956.jpg,Between 4-5
9265891,25,9780765326580.0,Orson Scott Card,2011,The Lost Gate,eng,3.82,18235,361,1250,5360,8705,5208,https://images.gr-assets.com/books/1312042223m/9265891.jpg,Between 3-4
18142329,102,9780307960500.0,"Jo Nesbø, Don Bartlett",2013,"Politi (Harry Hole, #10)",eng,4.22,14495,136,495,2863,9010,8995,https://images.gr-assets.com/books/1373049226m/18142329.jpg,Between 4-5
31342,52,9785559609130.0,Anne Rice,1999,Vittorio the Vampire,eng,3.5,21402,781,3088,8277,6533,4956,https://images.gr-assets.com/books/1289014320m/31342.jpg,Between 3-4
568592,14,9781569314070.0,"Yuu Watase, Yuji Oniki",1992,ふしぎ遊戯 1,eng,4.08,18060,729,1189,3338,4202,9492,https://images.gr-assets.com/books/1459065488m/568592.jpg,Between 4-5
1951125,63,9780979159300.0,Brunonia Barry,2006,The Lace Reader,eng,3.46,20534,842,3059,8396,8535,3732,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
43818,2,9780970398110.0,"Faye Perozich, Travis Moore, Michael Halbleib, Daerick Gröss, Anne Rice",2000,Anne Rice's The Tale of the Body Thief (Graphic Novel),eng,4.07,20511,226,979,4432,6406,8535,https://images.gr-assets.com/books/1316019640m/43818.jpg,Between 4-5
52873,21,9780802141680.0,Sherman Alexie,1993,The Lone Ranger and Tonto Fistfight in Heaven,eng,4.09,18793,206,743,3514,8287,7407,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
30226,37,9780345443600.0,Laurell K. Hamilton,2005,"A Stroke of Midnight (Merry Gentry, #4)",eng,4.06,26783,422,1554,5923,9264,12004,https://images.gr-assets.com/books/1400966510m/30226.jpg,Between 4-5
139254,58,9780618562040.0,Anchee Min,2003,Empress Orchid,eng,3.87,17318,221,1030,4906,7816,5165,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
6359434,74,9781401323580.0,Eoin Colfer,2009,"And Another Thing... (Hitchhiker's Guide to the Galaxy, #6)",eng,3.53,19685,1082,2601,6482,6369,4940,https://images.gr-assets.com/books/1327908458m/6359434.jpg,Between 3-4
17231976,9,9780615796150.0,H.M. Ward,2013,Damaged,eng,3.93,26073,538,1642,6816,10943,9773,https://images.gr-assets.com/books/1363632179m/17231976.jpg,Between 3-4
444381,326,9780140367460.0,"George MacDonald, Arthur Hughes",1872,The Princess and the Goblin,eng,4.0,21200,331,1085,5346,8431,8498,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
310272,25,9780007169960.0,Dr. Seuss,1974,There's a Wocket in My Pocket,eng,4.02,23852,458,1492,5936,6835,10768,https://images.gr-assets.com/books/1327448521m/310272.jpg,Between 4-5
1402668,42,9780312361270.0,Madeleine Wickham,1998,The Gatecrasher,eng,3.24,18306,1080,3424,7810,4819,2726,https://images.gr-assets.com/books/1312001285m/1402668.jpg,Between 3-4
822,35,9780060733350.0,Neal Stephenson,2004,The Confusion,eng,4.24,17381,144,580,2647,6995,8809,https://images.gr-assets.com/books/1407706997m/822.jpg,Between 4-5
11275323,43,9780857522280.0,Terry Pratchett,2013,Raising Steam,eng,3.93,17613,257,1298,5450,8759,7192,https://images.gr-assets.com/books/1375882313m/11275323.jpg,Between 3-4
17165932,31,9780547959210.0,Joelle Charbonneau,2014,Independent Study,eng,3.97,20593,198,1101,5398,9655,7479,https://images.gr-assets.com/books/1380034496m/17165932.jpg,Between 3-4
24940998,28,9780399163840.0,Sue Grafton,2015,X,eng,3.88,13353,268,911,5253,8421,5398,https://images.gr-assets.com/books/1429811123m/24940998.jpg,Between 3-4
13821,66,9780060567230.0,"Roger Zelazny, Sönmez Güven",1967,Lord of Light,eng,4.1,20227,415,1117,3899,6950,9571,https://images.gr-assets.com/books/1330127327m/13821.jpg,Between 4-5
194755,76,9780224064930.0,Roald Dahl,1990,Esio Trot,eng,3.74,22062,470,1874,7938,8424,6490,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
102461,20,9781593070920.0,Mike Mignola,1998,Hellboy: The Chained Coffin and Others,eng,4.21,16485,156,447,2699,5857,7588,https://images.gr-assets.com/books/1486039255m/102461.jpg,Between 4-5
3188186,55,9780316018750.0,"James Patterson, Michael Ledwidge",2009,Run for Your Life,eng,4.0,19848,150,808,5098,9099,7071,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
428,35,9780374529950.0,"Joan Didion, David Thomson",1970,Play It as It Lays,eng,3.86,17411,321,1263,4385,7114,5364,https://images.gr-assets.com/books/1327935636m/428.jpg,Between 3-4
125926,46,9780553590160.0,Kelley Armstrong,2004,Dime Store Magic,eng,4.07,26456,185,946,6197,11466,10766,https://images.gr-assets.com/books/1355183293m/125926.jpg,Between 4-5
77504,38,9780553573350.0,Kim Stanley Robinson,1996,Blue Mars ,eng,3.92,19500,368,1316,4897,7445,6881,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
4006,90,9780722533950.0,Paul Coelho,1988,As Valkírias,eng,3.3,14364,1099,2817,5768,4426,2844,https://images.gr-assets.com/books/1414013931m/4006.jpg,Between 3-4
6665671,26,9780375865860.0,A.S. King,2010,Please Ignore Vera Dietz,eng,3.91,21728,527,1354,5128,9073,7251,https://images.gr-assets.com/books/1394240671m/6665671.jpg,Between 3-4
395851,72,9780061020020.0,L.J. Smith,1991,The Struggle,eng,3.5,23840,1337,4057,9093,7745,6805,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
112755,39,9780440237560.0,Karen Marie Moning,2002,The Dark Highlander,eng,4.31,27639,169,611,3948,9872,14954,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
112752,35,9780440237560.0,Karen Marie Moning,2004,The Immortal Highlander ,eng,4.34,27065,148,572,3712,9355,15067,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
25307,37,9780812971900.0,Reza Aslan,2005,"No god but God: The Origins, Evolution, and Future of Islam",eng,4.13,15410,570,604,2438,5602,7609,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
216377,74,9780679734470.0,Philip K. Dick,1981,Valis,eng,3.94,17305,464,1201,4014,6574,6696,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
457264,126,9780679724510.0,"Simone de Beauvoir, H.M. Parshley, Deirdre Bair",1949,"Le deuxième sexe: I. Les faits et les mythes, II. L'expérience vécue",eng,4.09,18648,243,794,3876,8087,8160,https://images.gr-assets.com/books/1327978178m/457264.jpg,Between 4-5
15703770,29,9780545284160.0,Jennifer A. Nielsen,2013,The Runaway King,eng,4.23,24032,201,680,3764,9571,11577,https://images.gr-assets.com/books/1351133357m/15703770.jpg,Between 4-5
28481,37,9780553286400.0,"Margaret Weis, Tracy Hickman",1990,"Dragon Wing (The Death Gate Cycle, #1)",eng,3.93,20720,354,1235,5115,8033,7155,https://images.gr-assets.com/books/1403168128m/28481.jpg,Between 3-4
4987,78,9780385333900.0,Kurt Vonnegut Jr.,1979,Jailbird,eng,3.81,15643,84,809,5084,7377,3664,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
156532,13,9781401213510.0,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2007,Y: The Last Man Vol. 9: Motherland,eng,4.27,20511,161,509,2731,7476,9841,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
3973,52,9780380817920.0,Dan Simmons,2003,Ilium,eng,4.01,19242,376,1055,4007,8408,7477,https://images.gr-assets.com/books/1390894862m/3973.jpg,Between 4-5
923950,36,9780553062180.0,Elaine N. Aron,1996,The Highly Sensitive Person - How to Thrive when the World Overwhelms You,eng,3.87,19447,670,1406,4731,6985,6807,https://images.gr-assets.com/books/1320525063m/923950.jpg,Between 3-4
1774836,38,9780385515990.0,Chitra Banerjee Divakaruni,2008,The Palace of Illusions,eng,4.11,16304,185,630,2977,7403,6735,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
147602,9,9780385495400.0,H.W. Brands,2000,The First American: The Life and Times of Benjamin Franklin,eng,4.09,15323,352,618,2640,5569,6352,https://images.gr-assets.com/books/1320438405m/147602.jpg,Between 4-5
136638,68,9780446617090.0,"Douglas Preston, Lincoln Child",2005,Dance of Death,eng,4.16,19812,81,437,3766,9365,8374,https://images.gr-assets.com/books/1172082458m/136638.jpg,Between 4-5
6393972,19,9780547248040.0,Susan Beth Pfeffer,2010,This World We Live In,eng,3.81,23711,480,2002,7003,8413,7558,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
1493253,12,9781591167530.0,"Yoshihiro Togashi, 冨樫 義博",1998,Hunter × Hunter #1,eng,4.43,18244,179,463,2001,4362,11396,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
132778,63,9780749934130.0,J.D. Robb,1997,Vengeance in Death,eng,4.34,24839,63,317,3704,10449,14140,https://images.gr-assets.com/books/1314315865m/132778.jpg,Between 4-5
77773,35,9780553575380.0,Connie Willis,1998,To Say Nothing of the Dog,eng,4.13,23197,391,990,4059,9588,10620,https://images.gr-assets.com/books/1469410460m/77773.jpg,Between 4-5
7679,77,9780060092570.0,Michael Crichton,1972,The Terminal Man,eng,3.34,19072,403,2792,9098,5935,2362,https://images.gr-assets.com/books/1461056182m/7679.jpg,Between 3-4
18337259,6,9780345536150.0,"Daniel Abraham, George R.R. Martin, Tommy Patterson",2011,A Song of Ice and Fire Graphic Novels,eng,4.65,18667,154,190,879,4215,14743,https://images.gr-assets.com/books/1376738412m/18337259.jpg,Between 4-5
6087756,35,9781416963970.0,Holly Black,2010,White Cat,eng,3.81,29444,929,2241,8031,12771,8985,https://images.gr-assets.com/books/1358274572m/6087756.jpg,Between 3-4
11437,37,9780679722310.0,Raymond Carver,1988,Where I’m Calling From: The Selected Stories,eng,4.42,16617,142,293,1581,5543,9994,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
26999,47,9780143035410.0,Jasper Fforde,2004,Something Rotten,eng,4.15,24526,89,495,4848,12042,10107,https://images.gr-assets.com/books/1479773726m/26999.jpg,Between 4-5
8318666,72,9780517580520.0,Jean M. Auel,2011,The Land of the Painted Caves,eng,3.24,19300,2839,4136,5774,4807,5231,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
534255,19,9780060569660.0,Lucy Grealy,1994,Autobiography of a Face,eng,3.96,18982,261,980,4333,7734,6378,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
22465597,32,9780062224100.0,Lauren Oliver,2015,Vanishing Girls,eng,3.59,19508,564,2228,6779,7484,4234,https://images.gr-assets.com/books/1414618400m/22465597.jpg,Between 3-4
7355137,39,9780061242430.0,"Angie Sage, Mark Zug",2011,Darke,eng,4.23,21322,228,641,3430,7529,10509,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
7528717,13,9780810996170.0,Jeff Kinney,2010,The Wimpy Kid Movie Diary: How Greg Heffley Went Hollywood,eng,4.16,15956,722,1047,2344,2898,9199,https://images.gr-assets.com/books/1328811516m/7528717.jpg,Between 4-5
80616,88,9780679722630.0,Dashiell Hammett,1934,The Thin Man,eng,3.97,20535,257,946,4822,8950,6883,https://images.gr-assets.com/books/1321111302m/80616.jpg,Between 3-4
178813,56,9780316726190.0,Candace Bushnell,2003,Trading Up,eng,3.2,15604,1505,3056,5813,4121,2722,https://images.gr-assets.com/books/1351341588m/178813.jpg,Between 3-4
234489,32,9780553279720.0,David Brin,1987,The Uplift War,eng,4.06,20217,164,750,4219,8394,7418,https://images.gr-assets.com/books/1375272637m/234489.jpg,Between 4-5
13881,46,9780380974730.0,Raymond E. Feist,1997,Rage of a Demon King (The Serpentwar Saga #3),eng,4.02,19206,101,692,4761,8304,6786,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
395182,76,9780140186310.0,"Kingsley Amis, David Lodge",1954,Lucky Jim,eng,3.79,17448,529,1518,5177,7389,5524,https://images.gr-assets.com/books/1373459729m/395182.jpg,Between 3-4
21721,79,9780060534060.0,Karin Slaughter,2003,A Faint Cold Fear,eng,4.12,18827,125,649,4177,8797,8463,https://images.gr-assets.com/books/1394126332m/21721.jpg,Between 4-5
23846013,32,9780399167840.0,Marie Lu,2015,The Rose Society,eng,4.11,27655,270,1139,5272,11606,11686,https://images.gr-assets.com/books/1443368070m/23846013.jpg,Between 4-5
5168517,22,9780670011310.0,Susane Colasanti,2009,Waiting For You,eng,3.84,20236,532,1570,5478,6263,6813,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
18775365,13,9781476731900.0,Jeff Hobbs,2014,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,eng,4.13,14451,219,531,2686,6804,6530,https://images.gr-assets.com/books/1420938377m/18775365.jpg,Between 4-5
5422154,53,9780553807230.0,Lisa Gardner,2009,The Neighbor,eng,4.08,19985,126,678,4446,10155,8077,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
2202230,14,9781401218130.0,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2008,Y: The Last Man Vol. 10: Whys And Wherefores,eng,4.34,19916,210,595,2255,6180,10935,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
840278,55,9780812520480.0,Greg Bear,1984,Eon,eng,3.86,18373,248,1189,5200,7607,5542,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
25776122,4,9780812993100.0,Helen Simonson,2016,The Summer Before the War,eng,3.79,17350,408,1439,5778,9356,5259,https://images.gr-assets.com/books/1443294379m/25776122.jpg,Between 3-4
612188,71,9780679723950.0,"C.G. Jung, Aniela Jaffé, Richard Winston, Clara Winston",1961,"Erinnerungen, Träume, Gedanken von C.G. Jung",eng,4.19,16810,373,614,2690,5618,8309,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
7121598,25,9780425234330.0,Laurell K. Hamilton,2010,Bullet,eng,3.82,25388,1144,2479,6313,7744,9822,https://images.gr-assets.com/books/1292915430m/7121598.jpg,Between 3-4
8533018,29,9781409135200.0,Diana Gabaldon,2011,The Scottish Prisoner,eng,4.19,17459,194,571,3497,7897,9288,https://images.gr-assets.com/books/1372562277m/8533018.jpg,Between 4-5
10706934,5,9789953566240.0,ياسر حارب,2011,بيكاسو وستاربكس,ara,3.55,16117,1213,2085,4127,4232,4637,https://images.gr-assets.com/books/1319030238m/10706934.jpg,Between 3-4
26101,113,9780571206930.0,"Milan Kundera, Suzanne Rappaport",1970,Směšné lásky ,eng,3.86,12984,179,838,4631,7271,4489,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
110387,38,9780061230840.0,Julia Quinn,2007,The Secret Diaries of Miss Miranda Cheever,eng,3.93,25533,539,1623,6301,9123,9269,https://images.gr-assets.com/books/1274212433m/110387.jpg,Between 3-4
31072,118,9780060955230.0,Malcolm Lowry,1947,Under the Volcano,eng,3.8,15832,799,1715,3931,5419,6136,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
824734,56,9780679824110.0,"Mary Pope Osborne, Salvatore Murdocca",2002,Dinosaurs Before Dark,eng,3.87,22533,611,1649,6170,6669,8340,https://images.gr-assets.com/books/1320508235m/824734.jpg,Between 3-4
20417,58,9781416505500.0,Robert A. Heinlein,1958,Have Space Suit - Will Travel,eng,3.89,20260,142,1025,6164,8319,6135,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
43049,594,9781598184310.0,Jack London,1904,The Sea Wolf,eng,4.01,16488,212,809,4184,7518,6718,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
23224,40,9780060725140.0,Meg Cabot,2001,Darkest Hour,eng,4.16,28104,140,791,5686,10675,12618,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
10767466,6,9781770460610.0,Kate Beaton,2011,Hark! A Vagrant,eng,4.27,20587,491,646,2405,6392,10855,https://images.gr-assets.com/books/1327877328m/10767466.jpg,Between 4-5
16059,38,9780375727140.0,Ann Packer,2002,The Dive From Clausen's Pier,eng,3.41,18445,792,2376,7168,6543,2760,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
175516,256,9781594561800.0,Edgar Allan Poe,1839,The Fall of the House of Usher ,eng,3.92,26468,314,1554,6878,10945,8762,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
4415692,26,9781416914200.0,D.J. MacHale,2009,The Soldiers of Halla,eng,4.27,19502,343,734,2903,5214,10740,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
301022,35,9780385732080.0,E. Lockhart,2005,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",eng,3.49,22687,1180,2926,7723,7355,4834,https://images.gr-assets.com/books/1342343845m/301022.jpg,Between 3-4
5872,49,9780140236230.0,Pat Barker,1991,Regeneration,eng,4.03,17126,268,906,3897,7880,7042,https://images.gr-assets.com/books/1365925619m/5872.jpg,Between 4-5
133729,45,9780091879200.0,Michael J. Fox,2002,Lucky Man,eng,4.06,16862,197,577,3623,7658,6552,https://images.gr-assets.com/books/1398617130m/133729.jpg,Between 4-5
17645,77,9781841957170.0,Margaret Atwood,2005,The Penelopiad,eng,3.66,21731,464,2307,8074,9567,5286,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
6390031,14,9781597801610.0,John Joseph Adams,2007,The Improbable Adventures of Sherlock Holmes,eng,4.37,16405,225,373,1920,4638,9545,https://images.gr-assets.com/books/1391343317m/6390031.jpg,Between 4-5
167010,17,9781401200770.0,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2003,"Fables, Volume 2: Animal Farm",eng,4.12,23951,133,645,4400,10514,8928,https://images.gr-assets.com/books/1364233122m/167010.jpg,Between 4-5
464260,45,9780679744730.0,"James     Baldwin, Kıvanç Güney",1963,The Fire Next Time,eng,4.45,19816,105,327,2002,6326,12568,https://images.gr-assets.com/books/1488825618m/464260.jpg,Between 4-5
191117,16,9780786837460.0,Mo Willems,2006,Don't Let the Pigeon Stay Up Late!,eng,4.35,25532,339,752,3330,6417,14829,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
22358,20,9781401204950.0,"Grant Morrison, Frank Quitely",2005,We3,eng,3.95,18822,811,1239,3777,6104,7786,https://images.gr-assets.com/books/1336056522m/22358.jpg,Between 3-4
93731,75,9780060096120.0,Meg Cabot,2003,Princess in Pink,eng,3.69,27057,444,2504,10120,9222,7250,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
2051840,18,9780061288850.0,Ellen Schreiber,2008,"The Coffin Club (Vampire Kisses, #5)",eng,4.06,22257,535,1556,4731,5573,10893,https://images.gr-assets.com/books/1306605099m/2051840.jpg,Between 4-5
11376,239,9780375753140.0,Sinclair Lewis,1920,Main Street,eng,3.75,19040,585,1562,5585,7367,5410,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
16178,19,9780618683080.0,Catherine Gilbert Murdock,2006,Dairy Queen,eng,3.73,23306,1003,2010,6345,8742,6721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
10756240,49,9780061493350.0,Michael Chabon,2012,Telegraph Avenue,eng,3.36,15614,991,2427,5767,5865,2459,https://images.gr-assets.com/books/1335716595m/10756240.jpg,Between 3-4
5764902,84,9780385341970.0,Karin Slaughter,2009,Genesis,eng,4.24,17871,101,313,2998,9457,9371,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
23014670,38,9781250054810.0,Erika Swyler,2015,The Book of Speculation,eng,3.59,17345,441,1769,6454,7640,3269,https://images.gr-assets.com/books/1422476749m/23014670.jpg,Between 3-4
6726595,24,9780425235680.0,Laurell K. Hamilton,2009,Flirt,eng,3.7,26325,1325,3195,7394,7308,9218,https://images.gr-assets.com/books/1310494369m/6726595.jpg,Between 3-4
59825,66,9780515124220.0,Nora Roberts,1998,Inner Harbor (Chesapeake Bay Saga #3),eng,4.16,23833,68,599,4991,9410,10553,https://images.gr-assets.com/books/1399120297m/59825.jpg,Between 4-5
6559316,27,9780061779720.0,Christopher Moore,2010,Bite Me,eng,3.85,20914,400,1223,5767,8935,5970,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
147843,32,9780886778580.0,Kristen Britain,1998,Green Rider,eng,4.09,24006,413,1120,4639,9146,10362,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 4-5
18079683,24,9781594631400.0,Helen Oyeyemi,2013,"Boy, Snow, Bird",eng,3.34,17667,1017,3043,6716,6277,2726,https://images.gr-assets.com/books/1391384454m/18079683.jpg,Between 3-4
9628743,30,9781400067600.0,David  Brooks,2011,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",eng,3.83,15378,426,1230,4060,6145,4883,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
7140754,70,9780385533420.0,Ian McEwan,2010,Solar,eng,3.23,17333,1065,3261,7712,5997,2006,https://images.gr-assets.com/books/1320510358m/7140754.jpg,Between 3-4
61539,85,9780226458080.0,Thomas S. Kuhn,1962,The Structure of Scientific Revolutions,eng,3.98,15950,484,1003,3297,6234,6490,https://images.gr-assets.com/books/1396422530m/61539.jpg,Between 3-4
44001,52,9780312424670.0,Andrea Levy,2004,Small Island,eng,3.89,17205,320,1003,4534,8385,5412,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Between 3-4
